"w-100 href","ld_Fc","absolute src","z-2 href","br-100 src","z-2 href 2","br-100 src 2","z-2 href 4","br-100 src 4","f6","f2","f6 2","ld_Fc 2","di","normal","sans-serif","ld_Fc 3","ff-text-wrapper","b"
"https://www.walmart.com/ip/706-TT-PATCH-POCKE/17859374800?classType=VARIANT","Women's Patch Pocket Flare Jeans, 31"" Inseam, Sizes 0-22, 0L-22L $29.98","https://i5.walmartimages.com/seo/706-TT-PATCH-POCKE_5001d010-80ad-4127-affe-2758d07d2a83.f63e69a69796b7c035830f73096d9811.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/TT-PATCH-POCKET-FLAR/17926763369?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/d8b3549e-c707-4dbd-ad06-8a064119e7bd.4c6df20cbcb985c600b752e563fee4c5.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/TT-PATCH-POCKET-FLAR/17939454924?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/19d53065-3ac1-4c8f-823c-5bc9e893c290.4a6337ffe670c0ff8716d6114a82368d.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/TT-PATCH-POCKET-FLAR/17946606376?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/7a2a3414-dde2-4a56-8829-bf18a3608e88.1930e13a7d48173a54d409be05ba8c47.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","29","98","current price $29.98","Time and Tru","Women's Patch Pocket Flare Jeans, 31"" Inseam, Sizes 0-22, 0L-22L","288","4.2 out of 5 Stars. 288 reviews","Shipping arrives","in 3+ days"
"https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=VARIANT","Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18 $19.99 Was $26.00","https://i5.walmartimages.com/seo/MR-SLIM-ANKLE-JEAN_4d184f49-edec-4808-b561-735912ff255b.d7535e93f52a06843fa49dd5c5ed80b0.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16483011649?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6cdc8cc4-b066-4f87-8279-c2c1f0c2904d.a3a9965419ff738812cf17ac1e543bc2.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/MR-SLIM-ANKLE-JEAN/16452359608?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/9136927e-5511-41c3-858c-f0a68752ce97.e1048dcac9f42bf8d4a904f4c5c22a35.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","19","99","current price Now $19.99, Was $26.00","Free Assembly","Women's Mid Rise Ankle Length Slim Jeans, 27"" Inseam, Sizes 0-18","235","3.8 out of 5 Stars. 235 reviews","Shipping arrives","in 3+ days"
"https://www.walmart.com/ip/TS-EMB-STR-JEGGING/16509969638?classType=VARIANT&athbdg=L1400","Clearance Women's Plus High Rise Side Seam Embellished Straight Leg Jegging, 29"" Inseam, Sizes 0X-5X $13.78 Was $27.98","https://i5.walmartimages.com/seo/TS-EMB-STR-JEGGING_880b334b-7eae-4ea3-b46d-33f44e54708a.88357c3f937b64ede76070353bffc854.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","","","","","","","$","13","78","current price Now $13.78, Was $27.98","Terra & Sky","Women's Plus High Rise Side Seam Embellished Straight Leg Jegging, 29"" Inseam, Sizes 0X-5X","50","4.2 out of 5 Stars. 50 reviews","Shipping arrives","in 3+ days"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22/18027011602?classType=VARIANT&athbdg=L1103","In 25+ people's carts Women's Mid Rise Boyfriend Jeans, 26"" Inseam, Sizes 0-22 $21.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22_129ffde5-08b6-4530-bc26-728f5bdb1a65.d26c220ef6c2fdef8eccd88dec1ebc37.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22/18022512336?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/a39bcb6e-a2f6-496d-baaa-9228892d989e.37c37cd342476bee2db8ee1ee5b6525b.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Time-and-Tru-Women-s-Mid-Rise-Boyfriend-Jean-26-Inseam-Sizes-0-22/18017500357?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/966fc39a-3352-460c-bebf-9b0d316532c0.439ff7c8a3a564534f50ce4e6e60bbff.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","21","98","current price $21.98","Time and Tru","Women's Mid Rise Boyfriend Jeans, 26"" Inseam, Sizes 0-22","53","4.6 out of 5 Stars. 53 reviews","Shipping arrives","Sat, Apr 18"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/290461832?classType=VARIANT","Women's and Women's Plus Mid Rise Capri Jeans, Sizes 2-28 $26.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28_93f494da-4c29-4f8c-b2ec-2a5e7e17ada2.e9d125860fadc6123db7a542fbceb849.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-25-Inseam-Sizes-2-16/10982059791?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/dc1159e0-292c-417e-8a0f-dd4c64c3dd03.eca13b0a95e726b0f9ab1361528abea8.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/563670814?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/da7029be-fb91-4994-a940-0751863caf92.bd2c5752c3d4cad7b1f2ca4c0b511b4e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Signature-by-Levi-Strauss-Co-Women-s-and-Women-s-Plus-Mid-Rise-Capri-Jeans-Sizes-0-28/290461832?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/7999a5bd-36a9-492f-978a-64f5f288a56c.5d8565851560e27c378497fac8687e36.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","26","98","current price $26.98","Levi Strauss Signature","Women's and Women's Plus Mid Rise Capri Jeans, Sizes 2-28","2534","4.4 out of 5 Stars. 2534 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL/15343120140?classType=VARIANT&athbdg=L1600","Best seller Women's High Rise Straight Leg Denim Jegging, 27.5"" Inseam, Sizes XS-XXXL $17.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL_3498c17a-a281-4220-b493-1eb17ab55683.505119dc63cd015039718d1fd1cdd121.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL/15345661079?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/03ab55a9-1d4f-4459-9cb4-4f4523c7aad4.4ef9b1251ae7fbfb364865709484cc97.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL/15317800808?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/66e6626c-61de-4535-b69f-8c8843f268bf.9cbc9a9fe929775576abda8df23e258e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Denim-Jegging-27-5-Inseam-Sizes-XS-XXXL/15345711053?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/714864d9-ebc4-4942-a622-d57db2cc3183.64dd478e28ac412f5f2008ae85b61a07.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","17","98","current price $17.98","Time and Tru","Women's High Rise Straight Leg Denim Jegging, 27.5"" Inseam, Sizes XS-XXXL","666","4.2 out of 5 Stars. 666 reviews","Pickup","today"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Skinny-Jeans-Available-in-27-29-31-Inseams-Sizes-2-28/5534667580?classType=VARIANT&athbdg=L1400","Clearance Women's and Women's Plus Mid Rise Skinny Jeans, Inseams: Short, Regular, Long; Sizes 2-28 $13.35 Was $23.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Skinny-Jeans-Available-in-27-29-31-Inseams-Sizes-2-28_5c772bc1-307d-4933-b208-9369ba7c017e.437f341a21bcae422b9e4e64950ec8ee.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-and-Women-s-Plus-Mid-Rise-Skinny-Jean/5534812950?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/52042b3a-98ce-494e-bdad-ca7bf70afca6.1d9ec7642ba205bdc77ad00fee8ecd40.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans/5533820210?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/02eb02a7-bcd7-4d18-b408-e11563accb5b.d16c0ec6a7f44c50ebfab8ca7828c075.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Mid-Rise-Skinny-Jeans/5558569953?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/61905aad-15e1-40dd-843e-191b31af8514.b52bcda9fa6d7953a3874c064d1ddabf.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","13","35","current price Now $13.35, Was $23.98","Levi Strauss Signature","Women's and Women's Plus Mid Rise Skinny Jeans, Inseams: Short, Regular, Long; Sizes 2-28","1936","4.5 out of 5 Stars. 1936 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Exposed-Button-Straight-Crop-Jean-26-5-Inseam-Sizes-0-22/18051014405?classType=VARIANT","Women's High Rise Button Fly Cropped Jeans, 26.5"" Inseam, Sizes 0-22 $18.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Exposed-Button-Straight-Crop-Jean-26-5-Inseam-Sizes-0-22_e77630bd-d44e-459b-a073-abc152ec98d3.7d96bee7ec3eca250ed75341af835846.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Exposed-Button-Straight-Crop-Jean-26-5-Inseam-Sizes-0-22/18051014405?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/89ae4e35-0f0d-4605-9262-ecf94402050d.9ddbb9defebe33b57dce530afe3f95d3.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Exposed-Button-Straight-Crop-Jean-26-5-Inseam-Sizes-0-22/18004667095?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/06aff16f-9e0e-4dce-ba39-5d6d891c95c3.c7cda886a916c62e96a86dd2b917cc4d.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","18","98","current price $18.98","Time and Tru","Women's High Rise Button Fly Cropped Jeans, 26.5"" Inseam, Sizes 0-22","93","4.5 out of 5 Stars. 93 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/MR-CROP-BARREL-JN/17693821348?classType=VARIANT","Women's Midrise Cropped Barrel Jeans, 27.5"" Inseam, Sizes 0-20 $13.14 Was $28.00","https://i5.walmartimages.com/seo/MR-CROP-BARREL-JN_db57bf2b-bc71-4316-9e59-d098e90226aa.47415b97f5452b1782aeff56801865cc.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/MR-CROP-BARREL-JN/17738405686?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/82e7e01b-4d90-42e7-b052-52a4588ada36.596a1d066be4393a2c67701d975730fe.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/MR-CROP-BARREL-JN/17827317085?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/8b98fd28-67f2-42e5-947c-39e922a5ad01.81ffc9ba7fe83a7e903bb45e0e825c52.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","13","14","current price Now $13.14, Was $28.00","Free Assembly","Women's Midrise Cropped Barrel Jeans, 27.5"" Inseam, Sizes 0-20","228","4 out of 5 Stars. 228 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/E-WST-WIDE-LEG/18070174452?classType=VARIANT","Women's and Women's Plus Striped Wide Leg Relaxed Jeans with Elastic Waist, Sizes XS-4X $28.00","https://i5.walmartimages.com/seo/E-WST-WIDE-LEG_d63d6905-2a17-48d4-ba9e-2716bb1db7c1.be415aca6291aa3db69c8ebde206a80e.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/E-WST-WIDE-LEG/18122557164?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/0aeb3fcd-992e-4c17-8aa1-3e7e80e3d674.0e6d3e79e063a8fb7f6c99f7373303d8.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/WST-WIDE-LEG/18111020134?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/9d4e1412-e22f-4297-b2f5-7aea3d8ef9e0.c0c0ff85a3a7c8f7500545880b049e96.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","28","00","current price $28.00","Free Assembly","Women's and Women's Plus Striped Wide Leg Relaxed Jeans with Elastic Waist, Sizes XS-4X","97","4.1 out of 5 Stars. 97 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Sofia-Vergara-Women-s-Mid-Rise-Slim-Crop-Leg-Jeans-Sizes-2-20/17863753808?classType=VARIANT","Sofia by Sofia Vergara Women's Mid Rise Crop Slim Leg Jeans, 26"" Inseam, Sizes 0-20 $24.00","https://i5.walmartimages.com/seo/Sofia-Vergara-Women-s-Mid-Rise-Slim-Crop-Leg-Jeans-Sizes-2-20_a0d50c74-949e-4a66-a1af-1375eb13a802.939dcaaf3a97ea8f002e7afe9fdf20e4.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Sofia-Vergara-Women-s-Mid-Rise-Slim-Crop-Leg-Jeans-Sizes-2-20/17887506470?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/3cc6afbf-5d19-4a83-bea5-f426c35dcc44.3cf72f5b15aad154eab3c722650eb6fd.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Sofia-Vergara-Women-s-Mid-Rise-Slim-Crop-Leg-Jeans-Sizes-2-20/17874207032?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/633370ec-f76a-4364-944a-49d2e0f39e0d.6fa373923ef07fd02a67435bd8ba1726.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","00","current price $24.00","Sofia Vergara","Sofia by Sofia Vergara Women's Mid Rise Crop Slim Leg Jeans, 26"" Inseam, Sizes 0-20","7","3.3 out of 5 Stars. 7 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/LEVI-BARREL-JEAN/18102322131?classType=VARIANT","™ Women's and Women's Plus Vintage Barrel Jeans, Sizes 0-22 $28.98","https://i5.walmartimages.com/seo/LEVI-BARREL-JEAN_76e03cb8-fc27-4d28-b2af-848a2476ca40.84ae29f944973f8da8602175d058628e.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/LEVI-BARREL-JEAN/18147115167?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/f87b7e86-4451-413a-9dcc-25f6187a3740.472e308ff0cdd90c9c5b2b2685b83ae5.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/LEVI-BARREL-JEAN/18132850914?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/6e31f177-a989-44f4-afc0-6b8d034f1c3b.8c5fd2c7e674aa3f18d38ac0f73f5547.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","28","98","current price $28.98","Levi Strauss Signature","™ Women's and Women's Plus Vintage Barrel Jeans, Sizes 0-22","27","4.4 out of 5 Stars. 27 reviews","Pickup","today"
"https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-High-Rise-Straight-Jeans-Sizes-2-16-Inseam-27/15141301652?classType=VARIANT&athbdg=L1600","Best seller Women's and Women's Plus High Rise Straight Jean, Sizes 2-28 $13.44 Was $27.98","https://i5.walmartimages.com/seo/Levi-Strauss-Signature-Women-s-Vintage-High-Rise-Straight-Jeans-Sizes-2-16-Inseam-27_7e20503f-deaf-4fba-9759-19daf1a6e7ec.a13775c5bdf96a3fd706398cf8dff77e.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Heritage-High-Rise-Straight-Jean/5378440681?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/eff22226-1bff-41c6-8782-01ac468e8d5d.d143da3d6b60ec3018f1633790dbb641.png?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/LEVI-HR-STRAIGHT/15141301652?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/9905e27c-07fe-4204-9722-8590fe226382.5bbfcb4659869ae7fe6f7c321b8a0ffd.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Levi-Strauss-Signature-Women-s-Vintage-High-Rise-Straight-Jeans-Sizes-2-16-Inseam-27/16360057018?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/1aaf831d-bed5-4638-9419-de505c45ba11.df5c8e09a1fa1e7723c613635085a225.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","13","44","current price Now $13.44, Was $27.98","Levi Strauss Signature","Women's and Women's Plus High Rise Straight Jean, Sizes 2-28","2135","4.3 out of 5 Stars. 2135 reviews","Shipping arrives","Fri, Apr 17"
"https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Jean-30-Inseam-Sizes-0-22-0S-22S/18005017034?classType=VARIANT","Women's High Rise Straight Leg Jeans, 30"" Inseam, Sizes 0-22, 0S-22S $19.98","https://i5.walmartimages.com/seo/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Jean-30-Inseam-Sizes-0-22-0S-22S_1953ac20-733e-4c68-948c-1cb455e1710b.3131b8bdcee186741688c46f46ebad9c.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Jean-30-Inseam-Sizes-0-22-0S-22S/17980159943?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/ade22cfa-9327-4fdd-b6d5-b82b062adbce.d277570dedb5c478cc850e44234b4214.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Jean-30-Inseam-Sizes-0-22-0S-22S/18033152872?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/5aeb337f-f393-4f61-8043-8f84700790fe.13878b96f29a3b169f1c57b7cb43ccb9.jpeg?odnBg=FFFFFF&odnHeight=30&odnWidth=30","https://www.walmart.com/ip/Time-and-Tru-Women-s-High-Rise-Straight-Leg-Jean-30-Inseam-Sizes-0-22-0S-22S/18005017034?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/fbac798a-2ee1-40ac-a4f2-36b40ca066f6.34c5a604ae31f7f070b3cb4b0f570cab.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","19","98","current price $19.98","Time and Tru","Women's High Rise Straight Leg Jeans, 30"" Inseam, Sizes 0-22, 0S-22S","4","4.5 out of 5 Stars. 4 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Knit-Denim-Pant-27-Inseam-Sizes-0X-4X/17772663291?classType=VARIANT&athbdg=L1600","Best seller Women's Plus Size High Rise Knit Denim Pants, 27"" Inseam, Sizes 0X-4X $27.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-High-Rise-Knit-Denim-Pant-27-Inseam-Sizes-0X-4X_e23992f7-e5de-4dbe-8b91-a6ad1cecf948.24f54340785daf5604c4816ba09bed01.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Knit-Denim-Pant-27-Inseam-Sizes-0X-4X/17735272773?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/09b746fb-8687-482f-8b88-4dc5ae5584b4.32cf635f646cd13603d50fc67a442d8e.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-High-Rise-Knit-Denim-Pant-27-Inseam-Sizes-0X-4X/17772663291?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/eba52bfe-5832-4d5c-aa8a-4db54e5edb59.1974c2f0df751a7f1ed31ea82e3a4954.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","27","98","current price $27.98","Terra & Sky","Women's Plus Size High Rise Knit Denim Pants, 27"" Inseam, Sizes 0X-4X","213","4.5 out of 5 Stars. 213 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Sofia-Vergara-Women-s-Low-Rise-Flare-Jeans-Sizes-2-20/17874007564?classType=VARIANT","Sofia by Sofia Vergara Women's Low Rise Flare Jeans, 32.5"" Inseam, Sizes 0-20 $24.00","https://i5.walmartimages.com/seo/Sofia-Vergara-Women-s-Low-Rise-Flare-Jeans-Sizes-2-20_235bdd78-5098-4835-83e5-fd4a90524e98.a5838e029a8a79025341d861cc65b2ab.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Sofia-Vergara-Women-s-Low-Rise-Flare-Jeans-Sizes-2-20/17852050616?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/87748a79-2b0f-4513-a4b0-ef8b5bc68fe2.c94a9418daed02095abc475a15d98b47.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Sofia-Vergara-Women-s-Low-Rise-Flare-Jeans-Sizes-2-20/17887506958?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/c1da7959-7038-4ddc-9a80-83ce22cec3e8.0a643faff4a859e22abc4fe12568578f.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","00","current price $24.00","Sofia Vergara","Sofia by Sofia Vergara Women's Low Rise Flare Jeans, 32.5"" Inseam, Sizes 0-20","33","4.5 out of 5 Stars. 33 reviews","Shipping arrives","tomorrow"
"https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Pull-On-High-Rise-Straight-Leg-Jegging-29-Inseam-Sizes-0X-4X/17559319621?classType=VARIANT&athbdg=L1103","In 50+ people's carts Women's Plus Size Pull On High Rise Straight Leg Jeggings, 29"" Inseam, Sizes 0X-4X $19.98","https://i5.walmartimages.com/seo/Terra-Sky-Women-s-Plus-Pull-On-High-Rise-Straight-Leg-Jegging-29-Inseam-Sizes-0X-4X_bc48be3d-c55e-48c1-8cb7-251436ca77d9.de69532b16c6655b72dced725c0b4e7e.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Pull-On-High-Rise-Straight-Leg-Jegging-29-Inseam-Sizes-0X-4X/17545323852?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/31b6e431-4493-4e13-be89-0d2548c2c559.cb4574dda60175aedfa12bcd5498b1fd.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","","","https://www.walmart.com/ip/Terra-Sky-Women-s-Plus-Pull-On-High-Rise-Straight-Leg-Jegging-29-Inseam-Sizes-0X-4X/17564751632?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/36c6aa63-7bb4-49a9-9c97-6f25293aa117.2da7d46eefbefbc94e7f4032fec43e8d.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","19","98","current price $19.98","Terra & Sky","Women's Plus Size Pull On High Rise Straight Leg Jeggings, 29"" Inseam, Sizes 0X-4X","157","4.2 out of 5 Stars. 157 reviews","Shipping arrives","today"
"https://www.walmart.com/ip/TS-CORE-SKINNY-JEAN/15910419615?classType=VARIANT","Women's Plus Size Skinny High Rise Jeans, Sizes 16W-26W $24.98","https://i5.walmartimages.com/seo/TS-CORE-SKINNY-JEAN_ab3b8558-9418-4e19-97ad-9db6ed24de8e.0183d0f70a6e4ec26cc2c97ffded42cd.jpeg?odnHeight=864&odnWidth=576&odnBg=FFFFFF","https://www.walmart.com/ip/TS-CORE-SKINNY-JEAN/15932153732?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/b4b31ee0-b51d-4ebe-b06b-050d3f8d1b37.8cecab4696bf0798303572f8ad968339.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/TS-CORE-SKINNY-JEAN/15943113336?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/4e79922d-9f2d-4819-8b91-f60a4cb7ec90.a3fc2bc40bc2758fb09701232a8ebac1.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","https://www.walmart.com/ip/TS-CORE-SKINNY-JEAN/15932067574?classType=undefined&variantFieldId=actual_color","https://i5.walmartimages.com/asr/7afd6ea0-8901-4c2d-8390-bf80b66c9b94.56e95e42788cca7acc1d3c56435f6da8.jpeg?odnHeight=30&odnWidth=30&odnBg=FFFFFF","$","24","98","current price $24.98","Terra & Sky","Women's Plus Size Skinny High Rise Jeans, Sizes 16W-26W","347","4.4 out of 5 Stars. 347 reviews","Shipping arrives","today"
